Accession ID	Collection date	Submission date	Location
EPI_ISL_18059322	2018-03-10	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059323	2018-03-10	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059324	2018-03-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059325	2018-03-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059326	2018-03-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059327	2018-03-08	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059328	2018-03-08	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059329	2018-03-07	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059330	2018-03-07	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059331	2018-03-06	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059332	2018-03-06	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059333	2018-03-05	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059334	2018-03-02	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059335	2018-02-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059336	2018-02-24	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059337	2018-02-21	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059338	2018-02-20	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059339	2018-02-20	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059340	2018-02-19	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059341	2018-02-17	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059342	2018-02-16	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059343	2018-02-02	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059344	2018-01-31	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059345	2018-01-31	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059346	2018-01-29	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059347	2018-01-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059348	2018-01-25	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059349	2018-01-25	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059351	2018-01-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059352	2018-01-19	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059353	2018-01-19	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059354	2018-01-18	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059355	2018-01-17	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059356	2018-01-16	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059357	2018-01-16	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059358	2018-01-16	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059359	2018-01-15	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059360	2018-01-15	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059361	2018-01-30	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059362	2017-09-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059363	2017-08-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059364	2019-08-06	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059365	2019-07-08	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059366	2019-07-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059367	2019-07-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059368	2019-06-19	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059369	2019-06-14	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059370	2019-06-13	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059371	2019-06-11	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059372	2019-05-20	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059373	2019-05-17	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059374	2019-05-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059375	2019-04-30	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059376	2019-04-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059377	2019-04-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059378	2019-04-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059379	2019-04-25	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059380	2019-04-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059381	2019-04-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059382	2019-04-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059383	2019-04-22	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059384	2019-04-08	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059385	2019-04-04	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059386	2019-04-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059387	2019-04-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059388	2019-03-29	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059389	2019-03-29	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059390	2019-03-27	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059391	2019-03-23	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059392	2019-03-22	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059393	2019-03-22	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059394	2019-03-21	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059395	2019-02-27	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059396	2018-11-27	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059397	2018-11-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059398	2018-10-15	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059399	2018-10-10	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059400	2018-10-01	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059401	2018-09-14	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059402	2018-08-17	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059403	2018-08-17	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059404	2018-08-15	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059405	2018-08-13	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059407	2018-08-13	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059408	2018-08-10	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059409	2018-08-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059410	2018-08-09	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059411	2018-08-07	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059412	2018-08-07	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059413	2018-07-26	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059414	2018-07-21	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059415	2018-07-20	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059416	2018-07-20	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059417	2018-07-16	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059418	2018-07-10	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059419	2018-07-05	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059420	2018-07-04	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059421	2018-07-02	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059422	2018-07-02	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18059423	2018-07-02	2023-08-02	South America / Brazil / Amazonas
EPI_ISL_18705718	2015-06-13	2023-01-26	South America / Brazil / Goias
EPI_ISL_18705719	2016-03-14	2023-01-26	South America / Brazil / Goias
EPI_ISL_18707716	2015-05-20	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18707717	2015-05-27	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18707718	2015-05-26	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18707719	2015-05-06	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708113	2015-05-22	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708114	2015-07-09	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708115	2015-05-19	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708116	2015-05-19	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708117	2015-05-19	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708118	2016-04-09	2023-04-02	South America / Brazil / Bahia / Campo Formoso
EPI_ISL_18708119	2015-05-21	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708852	2015-05-18	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_18708853	2016-04-08	2023-04-02	South America / Brazil / Bahia / Campo Formoso
EPI_ISL_18708854	2015-05-26	2023-04-02	South America / Brazil / Bahia / Salvador
EPI_ISL_19321261	2015-01-01	2024-08-01	South America / Brazil
